Pos,Player,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,Easy,Hard,Total Score
17,NuttyGrandpa,2,2,2,3,3,2,2,4,2,2,2,3,2,2,2,2,2,2,3,3,1,3,2,2,2,2,3,3,2,2,2,2,3,2,2,4,-25,-17,-42
18,Autodidactic,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,1,2,3,2,3,3,4,2,3,4,2,3,2,2,2,2,4,2,1,2,3,-27,-14,-41
18,GUS,2,2,2,3,3,2,2,3,2,3,2,3,3,1,2,2,2,2,3,3,2,4,2,2,2,2,3,2,2,2,2,3,2,2,3,3,-25,-16,-41
18,Matt916,2,2,2,3,3,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,3,2,2,2,2,3,4,2,2,2,4,3,3,2,3,-26,-15,-41
21,Bear313,2,2,2,3,3,2,4,2,2,2,2,3,2,2,1,1,2,2,2,2,3,5,2,3,4,2,3,2,2,2,3,2,3,1,3,3,-27,-13,-40
21,FugoHallerin,2,2,2,3,3,2,2,2,2,2,2,2,2,3,1,2,2,2,3,5,2,3,2,4,2,2,2,2,2,2,2,4,2,2,4,3,-28,-12,-40
23,B8Y,2,2,2,3,3,2,2,2,2,2,3,6,2,1,2,1,2,2,2,2,2,3,2,3,2,2,3,3,2,3,3,3,2,2,3,4,-25,-14,-39
23,Calassy,2,2,2,3,3,2,3,2,4,3,2,3,2,2,2,2,1,3,2,3,2,4,2,2,2,2,2,2,2,2,2,5,3,1,3,3,-23,-16,-39
23,ET154,2,2,2,3,4,2,3,2,4,2,2,2,2,3,1,1,2,2,3,4,2,3,2,3,3,2,3,3,2,2,2,2,3,2,2,3,-25,-14,-39
23,FainNeinGudTwain,2,2,3,3,3,3,2,2,3,2,2,3,2,2,1,1,2,2,3,2,3,4,3,3,3,2,2,2,2,2,2,6,2,1,2,3,-26,-13,-39
23,Jennem,2,2,2,3,3,1,3,2,2,2,3,3,2,2,1,1,2,2,4,2,2,4,2,3,2,2,3,2,2,2,4,2,4,3,3,3,-28,-11,-39
28,G0nz0nater,2,2,3,3,3,1,2,2,3,2,3,3,2,2,2,1,2,3,4,3,2,4,2,3,2,2,3,2,2,2,2,4,4,1,2,3,-25,-13,-38
28,KCRob,2,2,1,3,3,1,3,2,2,3,3,3,2,2,2,1,2,3,3,2,2,5,2,3,2,2,3,3,3,2,3,3,3,1,3,3,-26,-12,-38
28,NERD_HULK_HOGAN,3,2,2,3,3,2,2,2,3,2,2,3,3,2,2,1,2,2,3,2,2,3,3,3,2,1,3,2,2,2,3,4,2,1,5,4,-25,-13,-38
28,SteveSkillman,2,2,2,2,3,2,2,4,3,2,2,3,1,2,2,1,3,2,4,2,4,3,2,2,4,2,3,3,2,2,2,2,3,1,4,3,-26,-12,-38
32,Captain_Sr,2,2,2,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,3,2,3,2,3,4,2,2,3,2,3,2,3,2,2,3,4,-24,-13,-37
32,Dadndan,3,2,2,3,3,2,2,4,2,2,2,3,2,2,2,1,3,3,2,2,2,3,2,2,4,2,3,2,2,3,2,5,3,2,3,2,-23,-14,-37
32,YUK1N,2,2,2,3,3,1,5,2,4,2,2,3,3,2,2,1,2,2,2,2,3,3,3,2,2,3,3,4,3,2,2,3,2,1,3,3,-23,-14,-37
32,crowsteve,2,2,2,3,3,2,3,3,3,2,2,4,2,2,2,1,2,2,3,2,2,4,2,3,4,2,3,2,2,3,2,3,2,2,3,3,-24,-13,-37
36,4whlr,3,2,2,3,3,2,2,2,2,2,2,3,2,2,3,2,2,3,2,3,2,3,3,3,2,2,5,2,2,2,2,3,3,4,2,3,-24,-12,-36
36,Ptarmigan61,2,2,1,3,3,3,2,2,3,2,2,4,2,2,2,2,2,2,3,3,3,3,3,2,2,3,3,3,2,2,5,3,3,1,2,3,-25,-11,-36
36,The Master,2,2,3,3,3,2,2,3,2,2,3,3,2,2,2,2,2,2,5,2,1,3,3,3,2,3,3,2,3,2,2,2,2,2,3,5,-24,-12,-36
36,akamiked,3,2,2,3,4,3,2,2,3,3,2,4,2,2,2,1,2,2,3,2,2,3,2,3,2,1,3,3,3,2,3,4,2,1,3,4,-22,-14,-36
40,CoryDoesShots,2,2,1,3,4,2,2,2,3,2,3,4,2,2,1,1,2,4,3,2,2,5,2,5,2,2,5,2,2,3,1,2,3,1,3,4,-24,-11,-35
40,FIRE_321,3,2,3,3,3,4,4,2,3,4,2,3,2,2,2,2,2,3,2,2,2,4,2,2,4,2,2,2,1,3,3,3,2,1,2,3,-17,-18,-35
40,Mau,3,2,2,3,3,2,2,4,4,2,2,3,2,2,2,1,2,3,2,2,4,4,2,2,2,2,3,2,2,3,2,6,1,2,2,4,-22,-13,-35
40,Monsoon,3,2,1,3,3,2,3,3,2,3,2,3,3,2,1,1,2,2,3,3,1,3,2,2,2,2,2,5,4,3,3,5,2,3,2,3,-25,-10,-35
40,Mulligan,2,2,2,3,3,1,2,5,3,2,2,4,2,2,2,1,2,2,2,3,3,4,2,2,2,2,2,4,3,3,4,3,2,2,3,3,-24,-11,-35
40,Snow,2,2,2,3,3,1,3,2,2,4,3,3,2,2,2,2,2,2,2,2,3,4,2,3,4,2,3,3,2,2,4,5,2,1,2,3,-24,-11,-35
40,Squeezy_Jibbz,2,2,2,3,3,2,2,3,2,2,2,3,3,2,3,2,2,2,2,3,3,3,2,2,2,2,3,4,2,2,3,3,3,2,4,4,-24,-11,-35
47,DERBY_DAZ,2,2,1,3,3,2,2,2,2,3,2,4,2,2,1,1,3,3,2,2,2,4,2,2,5,2,2,2,2,2,5,7,3,2,3,3,-26,-8,-34
47,Emill,2,2,2,3,3,2,2,3,2,2,3,3,2,2,2,3,2,3,4,4,2,4,2,4,2,2,3,2,2,3,2,4,2,1,3,3,-23,-11,-34
47,Sackdeqb,3,2,2,3,3,2,2,2,3,3,3,4,2,2,2,1,3,3,2,2,2,5,3,2,3,3,3,2,2,2,2,4,2,1,4,3,-21,-13,-34
47,joshbenesh,2,2,2,3,3,2,3,3,4,4,2,4,2,2,3,2,2,3,3,2,2,4,3,3,2,2,3,2,2,2,2,3,3,2,2,2,-18,-16,-34
51,AmberWave,2,3,2,3,3,1,4,5,3,2,2,3,2,2,1,1,2,4,3,2,2,3,2,4,2,2,3,4,2,2,3,4,2,2,3,3,-21,-12,-33
51,ChiChiRodriguez,2,2,2,3,3,2,2,2,2,3,2,3,4,2,3,1,2,3,3,2,3,4,2,3,2,2,3,2,3,2,4,5,2,2,2,4,-23,-10,-33
51,Joaquinypunto,3,2,1,3,3,2,3,3,3,3,2,3,4,1,2,2,3,2,3,2,2,5,2,3,2,2,3,4,2,2,1,3,4,1,3,4,-21,-12,-33
51,Rainedrop184,3,2,1,3,3,2,3,2,3,3,2,3,2,2,2,1,2,3,4,2,2,4,2,3,3,2,3,2,2,2,2,5,5,2,3,3,-24,-9,-33
51,gavinthehole,2,1,1,3,3,1,2,4,2,3,2,3,4,2,1,2,2,4,3,2,2,4,3,3,3,2,3,3,2,2,4,4,2,2,4,3,-24,-9,-33
56,BANKERPOPS,3,2,1,3,3,2,2,3,4,3,3,3,2,2,2,1,2,3,2,2,3,3,3,3,2,2,3,3,2,3,5,5,3,1,2,3,-22,-10,-32
56,HBKid,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,6,2,5,3,2,4,3,2,2,2,3,3,2,2,5,-25,-7,-32
56,Mike190,3,2,3,4,3,1,2,4,2,3,2,3,2,2,3,1,3,2,2,2,1,4,2,2,4,2,3,2,2,3,2,8,3,1,3,3,-21,-11,-32
56,TIGERHOODS,2,2,2,4,3,1,3,2,2,2,2,3,1,2,2,3,2,2,4,2,4,5,2,3,2,2,3,2,2,2,3,5,3,2,2,6,-26,-6,-32
56,deebee64,3,2,2,4,4,1,3,2,3,3,2,3,2,2,1,1,2,2,3,4,3,5,2,2,2,2,3,3,2,2,3,6,2,2,2,4,-24,-8,-32
61,Caramel,2,2,1,3,4,2,4,3,3,2,2,3,2,2,2,2,2,3,4,2,3,3,2,3,2,2,4,2,2,2,3,3,2,4,4,4,-22,-9,-31
61,Halfpint,2,2,3,3,3,1,2,3,4,3,2,3,2,2,2,2,2,3,3,2,2,3,4,3,2,3,4,4,2,2,3,4,2,2,3,3,-22,-9,-31
61,StrokeLimitReached,2,2,2,3,3,2,2,2,2,2,2,4,2,2,1,2,2,2,2,3,3,3,2,7,3,2,2,2,3,3,3,5,1,2,3,7,-27,-4,-31
61,TheRick,3,2,1,3,3,2,3,3,3,2,3,3,4,2,2,1,2,2,2,4,2,3,2,3,3,2,2,3,2,3,2,7,3,1,4,3,-22,-9,-31
61,chileC.O.W.,3,2,3,3,3,2,2,5,2,2,2,3,4,2,3,2,2,2,3,2,3,4,2,2,4,1,3,2,2,2,2,4,2,4,3,3,-19,-12,-31
61,kinghenryclub,3,2,2,3,4,1,2,4,3,2,3,3,2,3,3,1,2,4,3,2,2,3,3,3,2,3,3,4,3,3,2,4,2,1,2,3,-19,-12,-31
67,Browner,3,2,2,3,3,1,3,4,2,3,2,3,2,2,2,2,2,2,4,2,3,4,2,2,3,3,6,2,2,2,1,5,2,2,3,5,-23,-7,-30
67,Davex73,3,2,2,3,3,2,4,2,3,4,2,3,2,2,3,1,2,2,4,2,2,3,4,3,2,4,1,5,2,3,2,4,2,2,3,3,-21,-9,-30
67,Duckk,2,2,6,3,3,1,3,2,3,2,2,3,2,2,1,1,2,2,5,3,3,5,1,4,2,3,4,2,2,2,2,5,3,1,2,5,-24,-6,-30
67,steven_T,2,2,3,4,3,2,2,2,2,3,2,3,2,2,2,2,2,3,2,3,4,5,2,2,3,2,3,2,3,3,3,4,2,2,3,5,-23,-7,-30
71,Dude_Lebowski,3,2,2,3,3,3,2,4,2,2,3,2,2,2,1,2,2,3,3,3,2,4,2,5,2,2,3,3,3,2,4,4,2,1,3,6,-23,-6,-29
72,Seppe,3,2,1,2,3,2,3,4,3,4,2,3,2,2,2,1,2,4,4,3,2,3,3,2,4,2,4,2,2,2,2,7,2,2,2,5,-21,-7,-28
73,Lifeisgood,3,2,2,3,4,3,2,2,3,3,2,4,2,2,2,1,2,2,3,3,2,4,5,3,2,2,3,7,2,2,1,4,2,2,3,5,-22,-5,-27
73,Ronsgard,3,2,2,3,4,4,3,3,3,3,2,3,2,3,2,1,2,3,2,2,3,4,2,2,3,4,3,2,2,3,2,3,2,2,5,5,-18,-9,-27
73,SherlockJake,2,2,4,3,3,3,2,4,2,3,2,3,2,2,3,1,2,2,3,2,2,4,3,2,3,2,2,2,2,3,5,4,4,3,2,6,-21,-6,-27
76,HunterT,2,2,1,3,4,3,2,2,3,3,3,3,2,2,2,1,2,3,3,2,2,4,2,4,2,6,2,3,2,4,3,6,3,2,4,3,-23,-3,-26
77,Iro,2,2,1,3,4,2,5,4,2,3,2,3,3,3,1,1,2,3,2,2,2,4,6,3,4,3,3,2,2,2,3,2,3,3,3,6,-20,-5,-25
78,Brit_The_Elder,2,3,4,4,4,2,4,2,2,2,2,3,2,2,1,3,3,3,4,2,2,4,2,5,3,2,3,4,2,2,2,2,3,3,3,6,-18,-6,-24
78,WaltSobchak,2,2,2,3,3,2,2,2,4,3,3,4,2,2,2,2,3,2,5,5,3,3,3,3,3,2,3,5,2,2,2,7,1,1,3,4,-21,-3,-24
80,Bartimaeus,2,3,1,3,3,2,3,4,4,3,3,4,2,2,3,2,2,2,4,2,2,3,8,3,2,1,3,3,2,2,3,7,2,3,3,3,-18,-4,-22
81,AvaKor,2,2,1,3,3,2,6,2,4,3,2,3,3,1,2,2,2,4,3,3,3,4,2,2,3,3,3,7,2,1,2,8,2,3,4,3,-19,-2,-21
81,MrTee,3,2,2,3,4,2,2,5,3,3,3,9,2,3,1,1,3,3,4,5,3,4,2,2,3,2,3,3,2,2,3,3,3,1,2,4,-12,-9,-21
83,D3bb13,3,2,2,4,3,2,4,6,2,2,3,3,2,2,4,2,2,3,4,2,5,5,2,4,3,2,2,2,2,3,4,2,4,2,3,4,-15,-5,-20
83,ForRealForReal,2,2,2,3,3,2,5,2,2,2,3,3,2,3,2,1,2,8,4,2,3,5,5,2,4,2,3,5,3,2,3,3,3,3,2,3,-17,-3,-20
83,PlanetXtreme,2,2,2,3,4,2,2,5,4,4,2,2,2,2,3,1,2,2,4,4,2,5,3,5,4,2,4,3,2,2,3,5,3,2,3,4,-20,0,-20
86,Missi,2,2,2,3,3,2,2,6,4,4,2,3,4,4,2,1,2,4,4,2,3,5,4,3,4,2,3,2,2,4,2,4,2,2,3,4,-14,-5,-19
86,Sarahloo1971,2,2,2,3,3,2,3,2,2,3,2,4,4,2,2,3,2,4,4,2,5,3,2,2,3,2,4,3,4,2,6,4,2,2,3,7,-19,0,-19
88,Philadelphia1510,3,2,2,3,3,2,2,4,2,3,2,4,6,2,3,1,2,5,2,2,3,4,4,3,4,2,5,4,2,2,5,3,3,2,3,4,-15,-3,-18
89,ChipDancer,2,2,2,5,6,2,3,3,4,2,2,5,2,3,3,1,2,4,3,3,3,4,3,2,3,2,3,2,4,2,5,5,3,3,3,3,-13,-4,-17
89,Talisman-,2,2,3,4,3,2,1,3,3,3,3,3,3,3,2,1,2,2,2,2,3,7,2,3,4,2,5,3,3,4,3,8,2,4,2,5,-21,4,-17
91,karrrrrrdo,3,2,1,4,4,2,2,3,3,3,2,7,2,3,2,3,2,3,4,3,3,3,3,3,3,4,3,3,4,2,2,4,4,2,3,6,-15,-1,-16
92,QuestPete,2,2,3,3,4,4,3,4,2,3,3,3,3,2,1,2,2,2,4,4,7,4,3,3,3,2,5,3,4,3,2,8,2,2,4,6,-18,9,-9
93,SoupSpoon,2,2,2,3,3,2,3,2,3,3,2,9,4,3,2,1,3,3,4,3,2,5,2,3,4,2,4,5,3,4,6,8,2,3,5,3,-14,8,-6
94,DarthGrogu187,3,2,3,3,4,4,2,4,3,4,2,4,3,2,1,3,2,3,3,7,2,4,2,3,2,2,5,6,4,3,2,7,4,1,4,8,-14,9,-5
95,Asylum,3,2,2,3,4,2,3,3,3,4,2,3,3,4,2,1,3,3,4,2,7,6,3,3,3,4,5,5,7,3,4,3,5,5,3,5,-16,17,1
96,MaxPikachu,4,2,2,3,5,3,3,2,3,5,2,3,4,3,4,2,4,4,4,5,2,5,3,7,4,1,5,2,2,2,8,8,2,1,2,7,-8,10,2
97,ReflectingStorms,3,3,2,4,6,2,2,3,3,3,3,4,2,5,3,3,1,3,5,2,3,6,8,3,5,2,4,7,3,5,3,5,2,3,6,3,-11,15,4
98,JacksonHoleInOne,2,2,2,3,3,2,3,2,2,3,3,3,3,2,2,1,2,3,,,,,,,,,,,,,,,,,,,-23,,
