Pos,Player,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,Easy,Hard,Total Score
40,D3bb13,3,2,3,5,2,2,1,2,3,2,1,4,1,5,2,2,3,7,2,6,3,4,3,3,3,3,3,5,2,3,2,4,3,4,2,3,-14,-9,-23
40,rockthecraft,2,2,3,4,2,2,2,2,3,2,3,3,2,4,3,3,3,6,2,5,3,4,2,2,4,3,3,2,2,3,2,3,3,5,3,6,-13,-10,-23
42,Monsoon,2,2,4,6,2,2,4,2,3,2,2,2,2,3,4,2,2,5,2,3,3,4,3,3,3,3,2,5,2,2,2,4,4,2,6,5,-13,-9,-22
42,NuttyGrandpa,4,2,3,5,2,2,3,2,2,3,1,3,2,3,6,3,2,4,4,4,2,5,2,3,2,5,2,2,2,4,2,3,3,3,3,6,-12,-10,-22
42,ichibuho,3,2,3,3,1,2,2,2,4,2,2,2,2,4,2,4,4,8,3,3,3,3,3,3,4,2,2,5,2,2,2,3,2,3,3,9,-12,-10,-22
45,AndyP1970,4,2,4,5,2,3,2,1,4,2,3,2,2,5,3,4,3,3,2,3,2,5,2,7,2,2,2,4,2,5,2,3,2,4,4,3,-10,-11,-21
45,G0nz0nater,1,3,2,4,2,3,2,2,6,2,1,3,2,3,4,4,1,10,2,3,2,4,2,2,2,2,3,6,2,2,2,3,2,7,4,5,-9,-12,-21
45,Grezza,2,2,4,4,2,2,3,2,3,2,3,4,3,3,4,3,4,2,2,3,3,3,3,2,3,4,3,5,4,2,2,3,3,4,1,8,-12,-9,-21
45,JacksonHoleInOne,2,3,2,6,2,2,2,2,4,2,4,3,2,5,2,3,4,10,2,3,2,3,2,3,2,2,1,7,3,3,2,3,2,4,2,4,-4,-17,-21
45,Rolyt,5,2,3,8,2,2,2,3,3,3,2,3,2,3,3,3,4,2,2,2,2,3,3,2,3,3,2,5,2,4,2,3,3,5,2,7,-9,-12,-21
45,Squidy19,1,2,4,4,2,2,3,1,4,3,2,3,2,5,8,3,3,3,2,5,2,4,2,3,3,3,2,6,2,3,2,3,2,2,4,5,-9,-12,-21
51,4whlr,1,3,2,5,2,2,3,2,4,3,2,2,2,3,3,3,2,5,3,5,3,3,3,3,3,2,2,5,2,4,2,2,2,2,6,10,-15,-5,-20
51,ARMY_OF_ONE,2,3,5,5,2,3,2,3,3,2,3,2,3,2,2,3,3,9,2,5,3,4,3,4,2,2,3,4,2,2,2,5,2,3,4,2,-7,-13,-20
51,Halfpint,3,2,3,6,3,2,1,2,3,2,1,3,2,5,3,1,2,8,2,4,2,3,4,3,2,4,7,4,2,2,2,3,3,4,3,5,-12,-8,-20
51,Jennem,2,3,4,4,2,2,2,3,3,3,1,2,4,4,2,1,2,4,2,3,3,8,2,3,3,3,4,5,2,2,2,4,3,4,4,6,-16,-4,-20
55,Beldemar,2,2,3,5,1,2,2,2,4,3,3,2,2,5,3,2,5,6,2,3,3,3,3,3,2,3,7,4,3,2,2,3,2,5,3,5,-10,-9,-19
55,Rainedrop184,2,3,3,5,2,2,2,3,4,3,1,3,2,4,3,3,4,6,2,4,2,4,2,3,2,3,3,7,3,2,2,3,2,4,3,6,-9,-10,-19
55,Sarahloo1971,3,2,5,4,2,1,1,2,4,3,3,3,2,3,3,4,4,8,2,6,2,4,2,3,3,2,3,6,3,2,3,3,3,3,3,2,-7,-12,-19
55,chileC.O.W.,3,3,4,3,3,2,2,4,4,3,3,3,2,3,2,3,3,5,2,2,4,3,3,3,2,5,5,4,1,4,2,2,3,1,3,8,-9,-10,-19
59,Toaster,2,2,3,6,3,2,2,5,4,2,3,2,2,2,3,2,3,5,3,4,3,3,2,2,2,2,2,7,3,3,2,3,4,5,8,2,-11,-7,-18
60,BANKERPOPS,2,2,2,5,2,1,2,2,3,3,2,2,4,4,2,3,2,4,2,4,2,3,3,3,2,4,3,12,2,3,2,3,3,4,2,10,-17,0,-17
60,Dude_Lebowski,3,2,3,5,2,2,3,2,3,3,2,2,2,5,4,2,2,5,2,3,2,3,2,3,2,2,5,3,7,3,2,3,3,5,2,10,-12,-5,-17
60,Krys,3,2,4,6,2,2,1,2,3,2,1,4,2,3,3,2,2,6,2,4,3,4,3,4,2,3,2,7,2,3,2,2,4,4,8,5,-14,-3,-17
60,Sackdeqb,3,2,3,4,2,2,2,5,3,2,2,2,2,4,3,3,4,3,2,3,2,4,2,2,6,3,2,6,2,3,2,3,3,4,7,7,-13,-4,-17
60,TIGERHOODS,2,2,3,3,2,1,3,2,4,3,5,2,3,4,3,3,2,3,3,5,3,5,2,4,3,2,4,3,2,3,2,5,2,7,2,7,-14,-3,-17
60,steven_T,2,3,3,5,2,3,5,2,4,3,1,2,2,3,2,4,2,7,2,3,3,4,2,5,2,3,2,12,2,2,2,3,3,4,3,2,-9,-8,-17
66,Fatfat42,3,2,3,5,2,2,4,2,2,2,2,5,2,4,4,3,5,3,2,8,2,5,2,6,2,3,3,3,1,3,2,4,3,3,1,7,-9,-7,-16
66,Lifeisgood,2,3,3,4,2,2,2,3,2,2,3,5,2,5,3,3,2,3,2,5,2,6,3,2,3,2,4,6,3,2,2,3,3,7,6,3,-13,-3,-16
68,BaruMonkey,2,3,3,6,2,3,2,2,4,2,2,2,2,6,3,2,3,6,2,4,2,5,2,3,3,2,3,5,2,4,3,3,3,4,5,6,-9,-6,-15
68,strype9,3,3,3,5,2,2,2,3,4,2,1,2,2,5,3,2,5,10,2,3,2,3,2,3,2,2,4,7,2,2,3,3,3,5,2,7,-5,-10,-15
70,Mike190,2,2,3,4,2,3,2,2,4,2,2,2,2,4,4,3,3,7,2,4,2,4,2,3,4,4,3,4,2,3,2,3,2,5,5,10,-11,-3,-14
71,HBKid,3,2,4,5,2,2,3,3,4,3,1,2,3,3,5,3,5,3,2,4,2,4,2,6,4,3,3,4,2,2,2,3,5,2,3,9,-8,-5,-13
72,Brian411,4,2,4,6,2,2,2,2,4,4,2,4,2,3,2,1,3,4,1,4,3,4,3,2,2,4,4,3,2,2,2,5,3,4,8,10,-11,-1,-12
72,ForRealForReal,2,2,2,6,3,3,2,2,3,3,3,2,2,5,4,3,2,6,3,5,2,5,2,3,2,2,2,7,4,3,2,4,2,2,4,10,-9,-3,-12
74,Arizona Flasher,3,3,4,5,2,3,2,2,7,2,2,3,2,5,8,3,3,6,2,5,2,3,2,3,2,3,3,6,2,3,2,3,3,3,2,6,1,-12,-11
74,Emill,2,2,4,3,2,2,3,3,5,2,1,2,3,4,2,3,5,3,2,6,2,4,4,4,2,4,6,7,2,2,2,3,3,4,2,10,-13,2,-11
74,joshbenesh,2,3,4,5,2,2,2,2,5,2,3,2,2,3,4,5,3,4,3,5,2,4,2,3,2,3,3,7,3,3,2,4,4,2,6,7,-9,-2,-11
77,Bartimaeus,2,3,3,5,2,2,1,4,4,2,2,3,2,4,3,1,2,8,3,3,3,3,5,3,2,3,6,6,3,3,3,6,4,3,3,6,-11,1,-10
78,Captain_Sr,2,2,3,6,3,2,3,2,3,4,3,2,2,3,3,3,4,5,2,5,3,8,2,6,3,2,3,7,2,2,3,3,5,5,3,4,-9,1,-8
78,Froman,2,3,3,5,2,2,3,2,3,2,3,5,2,2,4,3,3,5,2,3,2,5,3,4,3,2,4,9,1,3,2,3,3,5,5,10,-10,2,-8
78,Warri0rLink,2,3,2,5,2,2,2,3,4,3,3,3,2,5,3,3,3,3,2,7,2,3,3,3,2,3,4,7,3,4,4,3,3,2,6,9,-11,3,-8
81,HeftyLefty,2,2,4,3,2,1,4,2,3,2,3,4,2,5,8,4,3,6,2,3,3,4,3,3,3,3,4,7,3,3,2,3,3,8,2,5,-4,-3,-7
82,Mammothrept,3,2,2,4,2,2,2,2,3,2,1,2,2,4,3,3,3,9,5,6,2,7,4,6,3,2,3,5,3,7,2,3,4,4,2,8,-13,9,-4
83,Awkward3Sauce,2,2,4,6,2,2,3,1,5,2,3,5,2,5,6,3,4,5,2,2,4,3,2,5,2,4,3,7,7,2,3,5,2,5,3,6,-2,0,-2
84,Auzzie_Soldier,4,2,5,3,2,3,4,4,6,2,1,3,2,4,7,1,4,6,3,5,2,4,3,4,4,2,4,7,3,3,2,3,3,6,4,10,-1,5,4
85,GingaNinja19,3,4,4,5,2,2,2,2,5,2,1,4,2,4,3,3,3,7,4,5,4,5,4,4,4,5,4,9,4,4,3,5,4,5,5,7,-6,18,12
