Pos,Player,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,Easy,Hard,Total Score
35,DiscflingerADK,3,2,2,2,3,2,3,4,2,2,4,4,3,3,2,2,2,5,2,2,2,5,3,2,2,3,2,5,3,3,2,3,4,3,1,4,-12,-16,-28
35,JacksonHoleInOne,2,3,2,1,3,2,3,3,2,2,2,2,3,2,2,3,3,3,4,2,2,5,4,2,2,5,3,2,3,4,5,3,4,2,3,3,-19,-9,-28
35,Squeezy_Jibbz,2,3,2,4,3,3,2,3,2,2,2,4,2,3,2,2,3,3,1,2,5,2,3,2,2,5,3,2,3,4,2,2,3,3,1,9,-15,-13,-28
38,HBKid,2,2,2,3,2,2,2,2,2,2,5,3,2,4,2,3,2,4,3,2,5,3,3,2,2,3,4,4,3,7,2,2,3,2,1,5,-16,-11,-27
39,Sarahloo1971,4,2,2,3,2,4,3,2,1,5,2,2,2,3,2,4,3,3,2,2,2,3,3,2,2,7,3,3,3,3,3,4,5,3,1,3,-13,-13,-26
39,bogibo,3,2,2,2,1,2,3,3,4,2,4,2,3,2,1,2,4,3,3,3,5,3,3,2,3,3,2,2,2,5,3,2,3,3,1,10,-17,-9,-26
41,Monsoon,3,3,2,2,2,2,2,4,4,2,4,2,2,2,2,2,2,3,2,3,5,4,3,2,2,3,3,2,4,4,2,3,4,6,1,6,-17,-8,-25
41,Nick,2,2,2,2,2,2,1,2,3,3,7,3,2,3,1,3,2,3,3,3,4,4,4,1,4,3,3,2,2,4,4,4,2,2,3,7,-17,-8,-25
43,Mulligan,3,2,2,2,2,4,2,2,1,3,4,3,2,2,2,2,7,4,2,3,6,2,4,2,2,3,3,3,2,7,3,5,3,2,1,3,-13,-11,-24
43,Sackdeqb,2,3,2,2,2,2,1,2,4,2,5,2,2,2,2,2,3,3,1,2,9,4,3,2,2,3,6,3,2,4,2,7,3,2,2,5,-19,-5,-24
43,steven_T,2,2,2,4,3,4,2,2,2,4,4,6,2,2,2,2,3,5,3,2,3,2,4,2,2,4,3,2,2,5,4,2,2,2,3,5,-9,-15,-24
46,Joaquinypunto,4,3,2,2,2,2,1,2,3,2,4,3,2,3,3,2,2,3,1,4,6,3,4,1,2,6,3,2,1,5,2,3,3,3,4,8,-17,-6,-23
47,Jed,2,3,2,2,5,3,1,2,2,3,5,6,2,3,3,2,2,4,1,3,5,4,3,2,2,2,2,2,4,8,4,3,4,2,1,3,-10,-12,-22
47,Mickdundee,2,2,3,3,3,2,1,2,2,2,4,3,2,3,2,2,4,5,3,3,9,2,3,1,2,5,3,3,2,4,4,2,3,3,1,7,-15,-7,-22
49,Autodidactic,3,2,2,2,7,3,1,2,2,4,6,4,2,4,2,2,3,4,1,3,7,3,5,1,3,3,2,2,3,6,2,2,4,3,1,2,-7,-14,-21
49,BlastForce,3,2,2,3,2,2,1,3,1,2,3,4,2,2,2,2,2,9,1,3,3,4,3,1,3,2,4,4,2,4,4,3,4,2,4,10,-15,-6,-21
49,chileC.O.W.,2,2,2,2,2,4,2,2,3,2,3,3,2,2,2,3,3,3,1,3,3,6,4,2,2,5,3,4,3,4,3,4,3,5,3,6,-18,-3,-21
52,Emill,5,2,2,2,4,3,2,4,2,2,3,2,2,4,2,2,2,3,3,2,4,3,3,2,3,3,3,2,4,5,3,3,5,5,5,3,-14,-6,-20
52,HeftyLefty,2,2,2,2,3,4,2,3,2,2,3,2,2,3,2,2,2,4,2,2,4,3,4,3,2,5,5,5,2,3,2,3,6,5,2,7,-18,-2,-20
52,KCRob,3,2,2,3,3,3,2,5,2,3,3,2,2,3,3,3,3,3,2,3,5,3,3,1,3,4,3,2,3,4,2,2,3,5,4,7,-12,-8,-20
55,Rainedrop184,2,2,2,3,3,2,2,2,2,2,3,6,2,3,3,2,2,4,2,2,4,7,6,2,2,5,3,4,3,4,3,2,3,2,4,5,-15,-4,-19
55,deebee64,4,2,2,2,2,3,1,3,2,3,5,3,2,4,2,2,4,4,3,3,3,2,4,1,2,4,7,4,2,4,4,2,2,5,2,6,-12,-7,-19
55,ichibuho,2,2,2,2,2,3,2,3,1,2,5,4,2,2,2,2,2,3,3,4,4,4,4,2,3,5,4,6,2,4,2,2,4,4,1,9,-19,0,-19
55,strype9,2,3,2,2,3,2,2,3,5,2,3,6,2,3,2,2,3,3,1,2,8,4,3,2,3,6,3,3,2,5,3,3,3,2,3,4,-12,-7,-19
59,Ludachris,2,2,1,2,2,3,2,3,2,3,6,3,2,3,2,2,3,4,2,3,7,6,5,1,2,2,4,5,1,6,4,3,4,3,2,4,-15,-3,-18
60,Arizona Flasher,2,3,2,5,5,2,1,2,1,2,4,5,3,5,2,2,2,3,1,2,5,8,3,2,4,2,2,3,2,4,3,2,6,4,1,7,-11,-6,-17
60,CoryDoesShots,3,2,2,2,2,3,3,3,2,1,3,4,2,2,2,3,3,3,3,4,3,6,3,2,2,2,6,7,1,5,3,2,4,2,2,10,-17,0,-17
60,Stewie,2,2,2,2,6,2,2,2,1,2,7,3,2,3,2,2,3,6,2,3,4,2,4,1,3,2,4,3,2,4,3,5,3,3,3,10,-11,-6,-17
60,the_dak,2,2,2,2,4,3,3,2,2,3,4,3,2,4,2,2,4,6,2,3,3,3,4,1,5,4,4,4,2,5,2,2,4,6,1,5,-10,-7,-17
64,BaruMonkey,5,3,2,2,2,3,3,2,2,4,4,3,2,2,3,4,2,6,3,2,5,3,4,2,2,5,3,3,2,5,3,2,4,3,2,6,-8,-8,-16
64,Brit_The_Elder,2,3,3,2,3,3,3,5,1,2,4,4,3,2,2,2,2,5,3,3,3,3,3,3,3,2,5,2,3,6,3,2,3,2,3,10,-11,-5,-16
64,Captain_Sr,2,2,2,2,4,3,5,3,3,2,5,2,3,3,1,1,2,9,2,2,3,3,5,2,2,8,2,3,3,4,3,2,3,2,3,7,-8,-8,-16
64,D3bb13,4,3,2,2,3,2,2,2,2,2,3,4,2,4,2,2,4,9,2,2,3,2,3,3,3,3,2,3,1,7,4,2,5,4,5,5,-8,-8,-16
64,Old-T,2,2,2,3,3,2,2,2,3,2,3,3,2,2,2,2,2,8,1,4,3,4,3,2,2,6,4,4,2,4,8,2,4,3,3,7,-15,-1,-16
69,Mike190,3,2,2,2,3,4,4,1,2,2,9,4,2,2,2,2,3,4,3,2,6,3,3,1,2,3,3,2,3,7,4,4,3,3,3,6,-9,-6,-15
69,NuttyGrandpa,5,2,2,2,3,3,1,4,2,2,5,3,3,4,2,2,3,4,3,3,5,3,3,2,2,5,3,5,2,4,3,2,4,4,2,7,-10,-5,-15
71,Bartimaeus,3,2,1,4,3,2,2,2,1,4,6,4,5,4,2,2,5,3,2,2,5,4,3,2,3,5,2,3,3,4,3,2,4,3,3,7,-7,-7,-14
71,Julian1830,2,2,2,2,2,5,1,2,1,3,4,4,2,3,3,2,2,8,4,3,2,6,3,1,2,5,4,3,2,5,4,2,6,3,5,5,-12,-2,-14
73,VR_Rocket007,3,2,2,3,3,4,2,2,2,2,5,5,2,3,2,4,3,4,1,5,7,7,5,3,2,2,3,2,1,5,3,2,4,3,1,7,-9,-4,-13
74,AmberWave,1,2,3,2,2,3,2,3,2,3,4,3,2,2,2,4,2,7,3,7,5,8,3,2,4,5,4,3,2,3,3,2,3,2,5,4,-13,1,-12
74,Jennem,4,2,1,4,2,3,2,3,2,2,4,6,4,4,2,2,2,3,2,3,5,3,5,1,3,4,3,5,2,6,3,3,3,4,5,5,-10,-2,-12
76,GarfeyUK,4,2,2,2,2,4,2,2,5,3,5,3,2,7,2,3,3,3,4,2,6,3,3,2,2,4,3,4,3,5,3,3,3,3,1,8,-6,-5,-11
76,Jack,2,3,2,2,2,2,3,2,4,4,5,4,3,3,2,2,2,3,1,3,3,4,4,2,4,8,3,7,2,4,3,3,3,3,1,10,-12,1,-11
76,Panoochie,3,5,3,3,2,3,3,2,2,3,7,2,2,3,2,2,3,6,3,3,3,4,5,1,2,4,3,3,2,4,3,3,4,2,3,10,-6,-5,-11
79,Lifeisgood,3,2,2,2,2,3,2,2,1,2,4,4,2,3,2,3,2,8,3,2,7,3,4,2,4,8,3,4,4,5,2,2,3,5,2,7,-13,3,-10
80,Snow,3,2,2,2,3,5,1,3,2,2,4,3,3,5,2,3,2,3,3,3,3,4,7,3,2,4,3,3,4,4,3,2,5,3,5,9,-12,3,-9
81,GingaNinja19,3,2,2,2,2,3,2,2,2,2,3,3,2,2,2,3,6,9,3,2,9,4,2,3,3,4,4,3,2,6,3,3,5,3,4,7,-10,3,-7
82,Skorpzz,3,3,2,4,8,4,4,2,1,3,5,8,3,4,3,2,3,4,2,4,7,5,4,1,2,2,4,2,3,7,4,3,4,3,3,5,4,-2,2
82,theYell,4,3,2,2,2,4,2,4,2,2,8,3,3,3,2,3,6,4,2,3,6,3,4,3,3,3,2,3,2,7,6,2,5,7,3,8,-3,5,2
84,Peach,3,2,2,2,3,6,4,1,2,1,7,3,2,4,2,2,2,3,4,4,6,5,5,4,4,5,5,4,3,6,5,4,6,4,4,7,-11,18,7
84,The Master,3,2,1,2,2,2,1,2,1,3,4,2,2,7,2,2,3,3,4,4,6,5,5,4,4,5,5,4,3,6,5,4,6,4,4,7,-18,18,0
84,southren_jenn_76,4,2,2,2,3,3,4,4,2,3,9,4,3,2,2,3,3,9,4,4,6,5,5,4,4,5,5,4,3,6,5,4,6,4,4,7,2,18,20
