Pos,Player,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,Easy,Hard,Total Score
28,HBKid,2,2,2,2,2,2,3,1,3,2,5,2,3,2,2,2,2,2,6,3,1,3,3,2,3,2,3,3,1,4,2,3,5,2,4,4,-20,-14,-34
28,Julian1830,3,2,2,2,2,2,2,4,4,2,4,3,2,2,1,2,2,2,4,5,2,3,3,4,2,3,2,5,2,2,1,4,2,3,3,2,-18,-16,-34
30,BANKERPOPS,2,1,2,2,3,2,2,1,4,2,3,2,2,2,2,1,2,2,4,3,4,3,3,3,2,3,2,3,2,3,3,5,2,3,5,6,-24,-9,-33
30,Stewie,2,1,2,2,2,4,2,1,2,2,5,2,3,4,2,2,1,3,4,4,2,4,3,3,2,2,2,2,2,2,2,6,5,3,4,2,-19,-14,-33
32,ARMY_OF_ONE,2,2,2,3,3,3,2,1,5,2,3,2,2,3,2,1,2,2,2,4,3,3,3,3,6,2,2,2,2,4,2,5,4,2,3,3,-19,-13,-32
32,HarrisonJamesG,2,2,2,3,2,2,2,2,4,2,3,4,2,2,1,2,3,4,4,3,2,4,3,3,3,2,2,3,1,4,2,5,3,3,4,2,-17,-15,-32
32,Indianchief,2,2,2,2,4,3,2,1,6,4,4,2,3,2,2,2,3,2,4,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,2,4,-13,-19,-32
32,RaineDrop184,2,2,2,3,3,4,2,1,2,2,3,3,2,2,2,2,2,3,3,3,2,3,3,3,4,3,4,3,3,2,2,5,3,2,3,4,-19,-13,-32
32,StrokeLimitReached,3,1,2,2,2,5,3,1,3,2,3,2,2,3,2,2,2,3,2,4,2,3,3,2,4,2,3,3,5,2,2,3,2,2,4,6,-18,-14,-32
32,Toaster,1,2,1,3,3,2,2,1,5,2,3,4,2,4,2,2,3,3,2,5,2,3,4,2,3,1,3,3,2,2,2,6,4,2,4,2,-16,-16,-32
38,Anuebus,2,2,2,3,2,3,2,1,3,2,3,2,2,2,2,2,2,4,4,3,1,4,3,4,3,2,2,3,2,4,2,4,3,3,4,6,-20,-11,-31
38,ForRealForReal,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,4,2,2,2,3,2,4,3,3,3,2,2,3,4,5,2,5,4,3,3,4,-20,-11,-31
38,G0nz0nater,2,2,1,2,2,3,2,2,6,1,2,2,2,4,2,3,2,2,4,4,1,3,2,3,3,2,2,7,2,4,2,4,5,2,4,2,-19,-12,-31
38,Halfpint,2,2,3,3,3,3,2,1,2,2,4,2,2,4,2,2,2,2,3,4,2,3,3,3,3,3,3,8,2,3,2,3,4,2,2,2,-18,-13,-31
38,Mau,2,2,2,3,3,3,2,1,3,2,3,3,2,3,2,2,2,1,4,3,1,5,5,3,3,3,2,3,3,3,2,5,4,3,3,2,-20,-11,-31
38,Sackdeqb,2,1,2,2,3,4,2,3,4,3,3,2,2,2,2,2,3,2,4,3,2,4,2,4,4,2,3,5,1,4,2,4,2,3,3,2,-17,-14,-31
44,SteveSkillman,2,1,1,3,3,3,2,3,5,1,2,3,2,3,3,1,2,2,3,4,2,3,3,3,4,2,2,3,4,5,3,4,4,3,3,2,-19,-11,-30
45,NuttyGrandpa,2,2,2,3,2,3,2,1,3,3,4,2,2,4,2,1,2,2,3,3,2,7,4,3,3,2,2,2,4,3,2,4,2,3,4,5,-19,-10,-29
45,Sid470,2,3,2,3,3,2,2,2,3,4,3,2,2,2,1,3,2,2,3,6,1,3,3,4,5,5,2,5,2,2,2,4,2,2,4,2,-18,-11,-29
45,Yoda,2,2,2,2,2,3,2,1,2,2,2,4,2,3,2,2,2,3,4,3,2,4,5,2,2,1,4,3,3,2,2,4,3,3,6,7,-21,-8,-29
48,Cliffhanger,2,2,2,2,2,2,2,2,3,2,3,4,2,3,1,2,2,1,4,4,2,3,2,7,3,2,2,2,3,5,3,4,4,3,3,6,-22,-6,-28
48,DERBY_DAZ,2,2,2,4,3,4,2,2,4,2,2,4,2,2,2,2,3,2,4,4,1,3,3,2,3,2,4,3,3,4,2,4,4,2,3,4,-15,-13,-28
48,Mike190,2,2,2,3,2,3,2,1,3,2,4,4,2,2,2,3,2,2,4,4,2,4,5,5,4,2,2,3,1,2,3,4,4,3,3,3,-18,-10,-28
48,ichibuho,2,2,2,2,4,3,2,1,3,2,4,4,2,3,2,2,2,2,3,3,2,3,1,7,3,2,2,3,3,3,1,4,3,3,3,8,-17,-11,-28
52,Bartimaeus,2,2,2,2,2,4,2,2,5,2,3,3,2,3,4,3,2,3,5,3,2,3,3,4,3,2,2,3,1,4,2,4,4,2,3,4,-13,-14,-27
52,Nitroustorm,2,2,2,2,3,3,2,1,4,2,3,4,2,3,2,3,3,2,3,3,2,2,4,3,4,2,3,4,2,5,3,4,4,3,3,3,-16,-11,-27
52,RICH8523,2,2,3,3,2,5,3,1,2,3,3,4,2,3,4,3,2,1,5,3,1,3,4,2,3,2,4,2,2,3,3,6,3,3,2,3,-13,-14,-27
52,Sarahloo1971,2,2,2,2,3,5,2,5,3,3,3,2,2,2,2,2,2,2,5,7,2,3,3,3,2,2,2,3,2,4,2,5,3,3,3,2,-15,-12,-27
52,Tmoes,2,2,2,2,4,2,2,1,5,2,3,3,4,2,2,2,3,2,7,4,1,3,2,3,4,2,3,2,2,3,3,5,2,2,3,6,-16,-11,-27
57,Froman,2,2,2,2,2,3,1,1,3,3,4,2,2,2,3,5,3,3,3,4,2,3,5,5,4,1,4,3,1,5,2,2,4,3,4,3,-16,-10,-26
57,Joaquinypunto,2,3,2,2,3,3,2,2,7,2,3,2,2,4,1,2,3,1,4,3,4,5,4,3,2,3,3,3,3,2,2,5,4,2,3,2,-15,-11,-26
57,Monsoon,2,2,2,3,2,3,2,1,4,2,2,3,2,7,2,2,2,2,5,4,3,4,3,3,3,2,2,4,2,2,2,4,5,3,3,4,-16,-10,-26
57,bogibo,1,2,2,2,4,3,2,1,3,2,2,2,4,3,2,2,3,3,4,4,1,4,4,3,3,2,3,2,3,3,2,4,5,3,3,7,-18,-8,-26
61,Dude_Lebowski,1,3,2,2,2,2,3,1,3,2,2,2,2,2,1,2,2,5,5,5,2,3,2,3,4,6,2,5,6,2,3,5,3,2,4,3,-22,-3,-25
61,FIRE_321,2,2,2,2,2,2,1,2,5,2,3,2,3,2,2,3,3,1,3,3,3,5,3,4,3,3,4,4,3,5,2,3,4,3,5,3,-20,-5,-25
61,FainNeinGudTwain,3,3,1,6,4,4,2,1,3,2,2,3,2,4,1,1,3,3,5,3,2,2,3,4,3,1,2,3,3,6,2,4,5,2,4,2,-13,-12,-25
61,Fathom71,2,2,2,2,3,5,2,2,2,2,2,2,4,3,2,3,2,3,5,2,2,3,4,3,3,2,2,3,7,2,2,4,4,4,3,4,-16,-9,-25
61,Squidy19,2,2,2,3,2,4,2,1,3,3,3,4,2,4,2,4,2,2,3,3,2,3,3,4,3,4,4,3,2,3,2,4,4,2,3,5,-14,-11,-25
61,the_dak,2,2,2,3,2,5,1,2,3,2,3,3,3,5,3,2,3,2,3,3,2,3,4,5,4,4,2,2,1,3,2,4,2,3,4,5,-13,-12,-25
67,Mulligan,2,2,2,2,2,2,2,1,3,2,2,2,2,3,2,4,2,7,7,4,2,3,3,3,4,3,4,4,4,2,2,3,4,3,3,3,-17,-7,-24
67,steven_T,2,2,4,3,3,2,2,1,4,3,3,2,3,2,3,2,2,2,4,3,1,3,3,7,3,3,3,6,3,3,3,3,3,3,3,3,-16,-8,-24
69,ET154,2,2,2,2,2,2,2,3,4,1,6,2,2,3,2,3,2,2,3,4,3,3,3,3,6,3,2,3,3,4,2,7,6,2,3,2,-17,-6,-23
69,cmdrsven,2,2,3,2,2,3,2,2,3,2,4,4,2,4,2,2,3,3,3,8,2,3,3,3,3,3,2,5,2,2,2,4,4,3,3,4,-14,-9,-23
71,Autodidactic,1,2,2,2,3,2,3,2,2,2,3,4,2,2,1,2,3,2,3,4,2,4,4,4,3,3,2,3,6,7,1,8,5,3,3,2,-21,-1,-22
71,Fatfat42,1,3,2,2,2,4,2,2,4,2,3,2,2,4,2,2,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,4,6,3,4,10,-19,-3,-22
71,Grezza,2,2,2,2,2,3,2,1,3,3,3,3,2,5,2,2,2,2,4,2,3,4,6,2,6,3,2,3,2,4,2,9,4,3,3,2,-18,-4,-22
71,JacksonHoleInOne,1,2,2,2,3,2,2,2,7,2,3,3,2,3,2,3,3,4,2,3,2,3,4,2,4,1,7,4,5,2,2,4,3,3,5,3,-13,-9,-22
75,Jed,2,2,1,2,3,3,2,1,5,2,6,4,2,2,2,2,2,2,5,3,1,4,2,4,4,2,3,5,2,4,2,9,2,3,3,5,-16,-5,-21
75,strype9,2,2,2,3,1,6,2,1,3,3,3,5,3,2,2,2,2,2,3,4,3,4,3,4,2,2,6,3,2,4,3,3,4,4,3,5,-15,-6,-21
77,Krys,3,1,5,3,4,3,2,1,5,3,3,2,3,2,3,2,3,1,4,4,1,3,3,4,5,3,4,2,3,2,2,5,3,3,5,6,-12,-6,-18
77,TrickyDicky,2,2,2,2,2,3,2,1,4,3,3,2,2,5,1,3,3,6,4,6,2,2,4,4,4,1,2,6,3,3,3,4,2,3,2,8,-13,-5,-18
77,joshbenesh,1,2,2,3,3,3,3,2,3,3,4,2,2,3,1,2,3,2,5,3,4,4,3,4,5,2,5,3,1,3,2,5,3,3,3,9,-17,-1,-18
80,Lifeisgood,2,2,2,3,2,4,3,5,6,3,3,2,2,3,2,2,2,2,6,4,2,4,3,4,2,2,2,5,2,5,6,5,4,3,3,3,-11,-3,-14
81,D3bb13,2,1,2,3,2,3,2,2,5,2,3,3,2,2,2,4,3,2,5,6,2,4,3,8,4,3,3,3,1,5,2,5,5,3,4,5,-16,3,-13
81,Jennem,2,3,4,2,3,3,2,2,2,3,4,4,2,3,3,2,2,5,6,2,2,4,2,3,4,3,7,3,2,7,2,3,4,2,4,5,-10,-3,-13
83,Captain_Shook,2,2,2,2,3,6,2,2,6,3,2,5,2,3,2,3,4,2,6,3,2,4,3,3,3,4,4,4,3,3,3,6,5,3,3,2,-8,-4,-12
84,miketunes,2,2,3,3,2,2,2,6,5,2,4,4,2,5,2,3,2,7,3,5,2,3,3,6,4,2,7,3,2,3,1,3,5,2,5,5,-3,-4,-7
85,Antdawg670,2,1,4,3,2,3,2,7,8,2,4,3,3,2,2,2,4,3,7,3,2,4,1,3,5,3,8,3,2,3,5,6,6,5,5,3,-4,6,2
86,ChristieS727,2,2,3,5,3,3,2,2,9,2,4,2,3,4,1,2,2,2,6,4,2,5,4,6,3,3,5,5,3,3,2,9,4,4,3,10,-8,13,5
87,southren_jenn_76,2,2,2,4,3,8,2,1,5,2,6,5,3,3,3,4,2,4,3,4,2,3,8,5,5,2,5,6,4,6,2,4,2,3,5,10,0,11,11
88,Black_Atom,2,3,2,2,3,3,2,1,8,3,6,4,5,4,2,2,2,5,8,4,3,3,5,4,5,3,2,2,5,2,3,8,6,4,5,10,-2,14,12
