Pos,Player,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,Easy,Hard,Total Score
28,PorkPie Doofus,1,2,2,2,3,2,5,1,2,2,2,3,2,2,2,2,2,6,2,2,6,2,2,3,2,2,2,2,4,4,2,2,3,3,4,5,-21,-15,-36
30,ElJorge,1,1,1,1,3,2,2,1,2,3,1,3,2,3,2,2,2,5,2,3,3,2,3,2,2,3,3,6,2,5,6,2,3,3,2,7,-27,-8,-35
30,Joaquinypunto,1,2,2,4,2,2,2,1,3,2,2,2,2,4,2,2,2,3,3,4,4,4,4,1,2,2,2,2,3,6,3,2,2,3,2,7,-24,-11,-35
30,willsy13,1,1,2,2,2,2,2,1,2,3,3,2,2,5,3,2,3,4,2,2,3,3,3,2,2,6,5,3,3,4,2,2,4,2,1,5,-22,-13,-35
33,LordOfFraud21,2,2,2,2,1,3,2,1,2,2,2,2,2,5,3,3,2,3,1,2,4,3,4,1,2,6,3,2,2,5,3,3,3,5,5,2,-23,-11,-34
33,MrTee,1,2,3,2,3,3,3,1,1,2,2,3,2,3,2,2,2,2,2,3,3,3,2,1,3,3,3,4,3,5,5,4,3,3,4,4,-25,-9,-34
33,deebee64,1,1,2,2,2,2,2,1,2,7,2,7,2,3,2,2,2,4,3,2,6,5,3,2,2,2,3,4,1,3,2,2,3,2,2,4,-18,-16,-34
36,DERBY_DAZ,2,2,2,2,2,2,3,1,3,3,2,5,2,5,2,2,1,3,3,2,4,3,4,2,3,4,3,3,1,5,2,3,3,2,1,6,-20,-13,-33
36,Ledzeppelin,1,2,2,3,3,2,2,1,2,4,2,2,2,4,2,2,2,3,3,2,3,6,3,2,3,4,2,2,2,5,2,2,4,2,1,9,-23,-10,-33
36,Squidy19,2,2,2,2,2,2,4,1,2,2,1,6,2,3,2,2,4,3,3,2,3,3,3,1,4,2,3,2,3,6,3,5,3,2,3,3,-20,-13,-33
36,Stewie,1,2,1,3,3,2,3,1,2,3,2,2,3,6,3,2,2,3,4,3,3,2,2,1,2,4,4,2,2,3,3,3,5,5,3,3,-20,-13,-33
40,Blutes87,2,2,2,2,3,2,3,2,2,5,1,4,2,4,3,2,1,2,2,2,4,4,4,2,3,6,3,2,3,4,2,1,5,4,1,3,-20,-12,-32
40,Calassy,1,1,1,2,2,2,2,1,3,2,1,2,4,4,3,2,3,3,2,3,3,3,4,1,2,8,4,2,2,3,2,2,3,3,3,10,-25,-7,-32
40,Emill,1,2,2,1,2,2,3,1,3,2,2,2,6,4,2,2,2,3,1,2,5,5,4,3,2,4,3,2,2,3,4,3,4,4,3,3,-22,-10,-32
40,Iconoclast,1,2,2,2,2,2,4,1,4,3,2,2,2,4,2,2,1,5,2,2,9,2,3,1,3,5,4,5,3,4,2,1,3,2,2,3,-21,-11,-32
40,Steviewonderful,2,1,2,2,2,2,4,1,2,3,2,3,2,4,3,2,2,8,2,2,2,3,4,2,2,2,3,2,2,4,3,4,4,2,3,6,-17,-15,-32
40,cmdrsven,2,2,2,4,1,2,5,1,2,4,2,2,2,3,3,2,2,3,2,2,5,2,5,1,2,2,5,2,4,5,3,2,3,3,4,3,-20,-12,-32
46,D3bb13,1,3,1,3,1,2,3,3,2,4,2,2,2,5,2,3,2,2,3,2,6,4,3,2,2,2,2,2,2,4,3,4,4,5,3,4,-21,-10,-31
46,GarfeyUK,2,1,1,2,1,2,3,1,2,2,2,3,2,4,2,2,2,2,3,4,5,3,3,3,3,3,5,3,2,4,2,5,3,3,5,5,-28,-3,-31
46,Gobleturky,1,2,2,3,3,2,3,2,1,2,2,4,2,2,3,2,2,6,3,3,3,4,3,1,2,3,4,2,4,4,3,3,4,2,3,5,-20,-11,-31
46,Rich8523,2,4,2,2,1,3,3,1,2,2,3,3,2,4,2,2,2,2,2,2,6,3,3,1,2,4,2,4,5,4,5,2,3,2,3,5,-22,-9,-31
46,StrokeLimitReached,1,1,1,3,2,2,3,1,2,3,2,2,2,3,3,2,2,3,2,2,8,3,3,2,3,2,2,2,3,7,3,4,5,5,3,3,-26,-5,-31
46,Toaster,2,2,1,5,2,2,2,1,2,2,2,3,2,3,2,2,3,4,2,2,2,4,4,3,2,5,3,5,2,5,2,3,3,2,3,6,-22,-9,-31
52,Brit The Elder,2,1,1,3,2,3,3,1,2,2,2,4,2,4,2,2,2,4,3,3,4,3,3,3,2,3,3,3,2,4,3,3,6,2,3,6,-22,-8,-30
52,Halfpint,1,2,2,2,2,2,2,1,3,2,2,4,2,4,3,2,3,3,2,3,4,4,4,3,3,4,4,2,1,4,2,2,4,3,3,7,-22,-8,-30
52,JamMasterJTG,1,1,2,3,3,3,2,1,2,3,2,2,2,4,3,3,2,4,3,2,4,3,3,1,4,3,4,3,2,4,3,2,4,4,3,6,-21,-9,-30
52,Jed,2,1,2,4,2,3,3,1,2,3,2,2,3,3,3,2,2,3,2,2,7,3,4,2,2,3,3,2,3,4,2,4,2,4,1,8,-21,-9,-30
52,Nitroustorm,1,2,1,2,2,3,2,1,2,2,2,2,2,4,2,3,2,4,2,3,3,4,4,2,3,6,3,2,2,5,4,3,3,3,3,7,-25,-5,-30
57,BaruMonkey,2,2,2,2,3,2,4,1,3,2,2,2,2,4,2,2,3,3,3,2,7,3,3,1,2,3,4,3,2,5,4,3,3,2,3,6,-21,-8,-29
57,Browner,1,2,2,2,2,2,6,4,2,3,2,4,2,4,3,2,1,2,1,2,3,3,5,2,2,4,3,2,2,4,2,4,5,2,5,5,-18,-11,-29
59,ARMY_OF_ONE,1,2,2,3,1,2,2,1,4,2,2,3,2,5,3,2,3,2,2,2,4,2,3,2,2,2,3,2,3,5,4,4,4,2,5,10,-22,-6,-28
59,Bartimaeus,1,3,1,2,2,2,4,3,2,2,2,3,2,3,3,1,3,3,5,2,3,3,3,2,2,5,3,5,2,5,3,2,4,2,2,8,-22,-6,-28
59,Captain_Sr,2,2,2,2,1,3,2,1,3,3,2,2,2,3,2,2,5,7,1,3,3,4,3,3,2,2,3,2,2,5,3,3,6,2,1,9,-18,-10,-28
59,RadiumF,1,2,2,3,1,2,5,1,2,4,2,3,2,3,3,2,2,3,1,3,5,4,4,2,3,5,4,3,2,4,3,3,4,2,4,4,-21,-7,-28
63,Caramel,1,2,2,3,3,2,5,1,2,2,2,2,2,6,3,3,2,4,3,2,3,5,3,2,3,4,7,2,1,3,3,3,3,2,4,4,-17,-10,-27
63,John_UK,1,3,2,3,2,2,4,1,2,2,2,2,2,4,2,1,2,3,1,3,8,3,3,1,2,5,4,3,2,4,5,2,4,3,1,10,-24,-3,-27
63,SteelersLife,1,1,3,5,2,4,6,1,2,2,2,3,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,2,3,4,2,3,4,4,3,7,-18,-9,-27
66,JacksonHoleInOne,2,2,2,3,2,2,3,1,3,2,2,3,2,3,2,2,2,4,2,3,4,4,3,2,3,8,3,2,3,5,6,2,2,4,1,6,-22,-4,-26
66,KCROB,1,2,4,2,2,2,3,1,2,3,2,3,2,5,2,2,2,3,3,2,3,6,5,3,2,3,4,3,2,4,4,4,4,3,1,6,-21,-5,-26
66,NuttyGrandpa,1,3,2,3,3,2,3,1,2,2,2,2,2,3,2,3,2,4,2,3,4,4,4,1,3,5,3,6,3,5,3,2,6,3,1,5,-22,-4,-26
66,Plucky,1,1,2,3,2,1,2,1,2,2,2,8,2,7,2,2,2,3,2,3,3,3,4,2,5,3,2,4,4,6,4,2,4,2,3,4,-19,-7,-26
70,Autodidactic,1,2,3,2,2,4,2,1,1,4,2,5,2,4,3,2,3,5,3,3,4,4,4,2,4,2,5,2,2,4,4,2,4,3,1,5,-16,-9,-25
70,Indianchief,1,1,2,3,3,4,2,1,2,4,2,7,3,4,2,3,2,4,4,4,9,2,4,1,2,2,3,2,2,3,2,2,3,2,4,5,-14,-11,-25
70,Jack,2,2,2,2,2,2,4,1,2,4,3,4,2,4,2,2,2,2,3,3,3,3,4,3,2,7,2,4,2,4,2,2,3,2,3,10,-20,-5,-25
73,Awkward3Sauce,1,2,2,3,2,2,3,1,2,2,2,5,3,4,4,2,2,4,1,3,4,6,5,2,3,3,3,3,2,4,2,4,2,2,6,6,-18,-6,-24
73,Tarkus2030,1,2,2,2,1,2,5,1,2,3,2,3,2,2,3,3,2,5,2,3,5,2,3,3,2,2,3,3,5,4,2,2,4,5,5,9,-21,-3,-24
73,Yoda,1,2,2,2,2,2,3,1,2,3,3,4,2,5,2,1,2,3,2,3,9,5,7,2,2,2,8,2,3,4,3,4,3,2,1,3,-22,-2,-24
76,Skorpzz,1,1,3,3,2,3,2,1,2,2,2,2,2,5,3,3,1,3,2,2,6,5,4,2,2,5,2,2,3,5,7,3,6,2,2,7,-23,0,-23
77,HarrisonJamesG,2,2,2,2,1,2,2,1,2,2,2,3,2,4,3,2,3,4,5,5,6,4,3,2,2,3,5,3,2,5,4,4,5,2,3,5,-23,1,-22
78,Grezza,1,3,2,2,1,2,4,5,3,4,2,3,2,5,2,3,2,2,2,2,4,3,3,2,3,3,2,3,4,3,5,5,4,3,1,10,-16,-5,-21
79,Henry_OToole,1,2,2,3,2,4,3,2,3,2,3,3,2,6,3,2,5,6,3,3,3,3,3,2,3,4,2,4,2,3,3,2,7,2,2,6,-10,-10,-20
80,RaineDrop184,1,1,2,2,3,2,4,2,2,3,2,3,3,5,2,2,2,3,1,2,5,7,2,2,3,2,3,4,1,5,6,3,4,5,3,10,-20,1,-19
81,Tmoes,2,2,2,3,3,2,3,1,2,2,3,2,3,5,2,2,3,3,3,2,7,7,3,2,3,4,4,2,3,4,7,2,4,3,3,5,-19,1,-18
82,zenta,2,2,2,3,2,2,3,1,2,3,2,5,2,3,2,2,2,6,4,3,6,6,3,2,2,6,3,2,2,4,4,3,3,6,3,6,-18,1,-17
83,DeeperBeige,2,3,2,2,2,2,3,1,3,2,2,5,2,6,2,3,2,3,3,2,7,4,2,3,2,4,4,3,5,4,4,3,4,4,4,6,-17,1,-16
84,miketunes,1,3,2,3,2,2,4,2,4,5,1,2,3,4,4,2,3,3,2,2,9,2,4,2,2,5,4,3,4,5,7,3,3,2,3,4,-14,-1,-15
85,Domey,1,2,2,2,3,2,3,1,2,2,2,5,3,5,4,2,1,5,3,2,4,5,6,1,7,3,4,2,2,5,3,2,4,2,5,10,-17,3,-14
85,Monsoon,1,3,2,2,3,3,4,1,2,2,1,2,2,6,2,3,4,4,2,2,4,5,5,2,2,8,3,3,4,5,2,2,6,2,4,9,-17,3,-14
87,Jezza3D,2,2,2,4,1,2,3,2,3,2,2,4,2,6,2,3,2,4,3,3,5,4,5,2,2,3,3,7,2,4,3,2,5,4,3,10,-16,3,-13
87,Mike190,1,2,3,5,1,2,5,1,2,4,2,2,2,3,2,2,2,4,2,2,6,5,3,3,2,5,4,7,3,5,3,3,3,4,3,10,-19,6,-13
89,Dickie_UK,2,2,2,4,2,4,4,1,2,5,2,2,2,4,2,3,2,3,3,4,5,4,3,2,2,6,4,5,3,5,4,3,4,4,1,10,-16,5,-11
89,Sardav,2,2,3,2,2,2,3,1,2,3,2,8,2,4,2,2,2,3,3,6,4,3,4,3,3,3,4,3,2,5,3,4,4,5,6,8,-17,6,-11
89,joshbenesh,2,2,2,2,3,2,4,1,3,3,1,2,4,5,2,2,3,4,1,3,5,4,4,3,2,3,3,7,4,4,5,7,3,2,3,10,-17,6,-11
92,QuestPete,2,3,2,2,3,2,6,3,3,6,2,2,2,4,2,2,4,4,2,4,7,7,4,2,3,3,3,4,5,3,4,3,4,3,2,5,-10,1,-9
93,dylangil15,2,2,2,3,3,2,4,2,4,2,2,5,3,4,3,2,2,4,3,2,6,4,8,2,4,6,5,2,3,5,3,4,4,2,5,5,-13,6,-7
94,ChristieS727,2,2,1,2,2,3,4,1,2,2,2,3,4,6,2,3,5,6,2,3,9,3,4,2,4,6,3,3,3,5,5,3,5,5,1,8,-12,7,-5
94,CoryDoesShots,1,3,2,5,2,2,2,1,2,2,4,2,2,4,2,2,2,9,2,3,9,8,6,3,4,5,2,2,1,4,5,3,4,3,3,10,-15,10,-5
96,strype9,1,3,2,3,3,3,2,6,2,3,2,4,3,5,3,2,2,3,1,4,9,5,5,2,3,5,3,4,4,5,5,3,5,4,3,5,-12,8,-4
97,Bob757,1,3,2,5,2,2,5,4,4,3,2,3,6,5,2,3,3,8,5,3,5,4,8,3,2,6,4,5,2,5,2,2,4,4,1,10,-1,8,7
