Pos,Player,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,Easy,Hard,Total Score
48,Dude_Lebowski,3,2,2,3,3,3,2,1,1,2,9,7,2,3,2,1,2,3,4,3,2,3,3,2,2,2,6,4,3,4,4,3,3,3,2,3,-11,-5,-16
48,Fatfat42,3,3,2,2,3,2,2,2,2,3,3,3,2,4,2,2,2,6,2,2,2,3,6,8,4,2,3,2,4,2,3,3,2,3,3,5,-14,-2,-16
48,JamMasterJTG,3,4,2,2,4,2,2,2,2,3,4,3,2,4,1,1,3,3,6,5,2,4,3,2,4,3,4,5,3,3,3,3,3,2,2,3,-15,-1,-16
48,Old-T,2,3,2,2,3,2,2,2,2,2,3,4,2,3,3,2,2,5,5,2,3,3,3,5,3,2,2,4,4,2,3,3,3,5,3,6,-16,0,-16
53,GarfeyUK,3,2,4,2,3,2,2,4,1,3,5,3,3,3,2,2,2,4,3,3,2,3,4,5,6,2,2,3,3,3,1,3,3,5,4,3,-12,-3,-15
53,Jed,4,2,2,3,4,3,1,3,1,2,3,3,2,4,2,2,3,3,3,3,3,3,4,4,5,2,2,3,5,3,1,3,4,3,3,7,-15,0,-15
55,Lifeisgood,3,3,2,3,3,2,2,1,2,2,3,4,2,4,2,3,2,3,2,6,2,2,5,4,3,4,5,2,4,2,4,2,4,2,3,7,-16,2,-14
55,Peach,3,2,2,3,5,3,2,3,1,2,3,4,2,2,2,3,2,3,3,3,3,2,3,4,7,2,4,2,3,3,5,3,5,4,2,4,-15,1,-14
57,Emill,1,2,3,2,2,2,2,2,2,2,9,3,3,2,2,1,2,3,3,3,2,2,6,4,5,2,2,3,7,3,6,3,4,3,2,5,-17,4,-13
57,joshbenesh,4,2,2,2,2,3,2,3,4,2,3,4,2,3,2,2,2,3,1,2,2,3,4,4,6,4,4,3,4,6,1,2,4,2,4,7,-15,2,-13
59,Brit_The_Elder,2,2,2,3,7,2,2,2,2,3,3,2,3,2,2,3,3,4,6,2,3,4,5,6,4,4,4,3,3,2,3,3,3,2,2,4,-13,2,-11
60,DeeperBeige,4,2,2,3,3,2,2,3,3,2,5,3,2,2,2,2,3,5,5,3,3,2,7,4,4,2,3,3,5,3,2,4,2,2,2,8,-12,3,-9
60,Mike190,3,3,3,4,3,3,2,3,3,2,5,2,3,4,2,2,4,4,7,4,2,2,3,4,2,2,2,3,3,2,3,3,2,3,3,9,-7,-2,-9
60,Toaster,2,2,2,2,2,3,2,2,2,3,5,6,3,2,2,2,5,7,2,2,3,3,4,4,6,2,4,4,6,3,2,2,5,2,3,3,-8,-1,-9
63,Nitroustorm,3,2,2,2,4,3,2,2,4,2,4,4,2,2,2,3,3,4,3,2,2,2,8,4,1,2,5,7,5,3,4,3,3,1,2,8,-12,4,-8
64,Grezza,3,3,2,2,4,3,4,4,2,2,9,3,2,2,2,2,5,3,3,3,3,4,5,2,4,3,3,4,3,2,2,3,2,3,2,8,-5,-2,-7
65,HarrisonJamesG,2,2,3,4,3,2,2,2,3,2,9,6,3,3,1,4,2,4,2,3,3,2,5,4,3,3,5,4,6,2,2,3,3,5,2,3,-5,-1,-6
66,southren_jenn_76,2,3,2,2,4,3,1,3,2,2,6,8,2,2,3,3,3,6,4,3,2,5,3,7,7,3,2,2,3,2,3,2,3,3,2,5,-5,0,-5
67,Tarkus2030,2,2,2,3,2,3,2,2,2,2,9,8,3,3,2,2,4,7,2,2,2,2,4,3,4,3,7,4,3,2,7,3,3,3,2,3,-2,-2,-4
68,Dickie_UK,2,2,3,2,3,3,2,3,2,2,5,7,2,3,2,2,2,5,2,7,3,2,5,3,7,2,3,4,4,7,2,4,3,5,2,3,-10,7,-3
69,Nick,3,3,2,4,2,4,2,3,4,3,4,6,3,2,1,3,4,4,2,4,4,3,5,5,4,2,3,6,3,3,4,4,3,2,2,5,-5,3,-2
70,Puttytat,3,2,2,3,2,4,1,3,2,2,9,3,3,2,3,2,3,4,4,4,2,3,5,6,7,2,5,3,5,3,4,3,5,3,2,4,-9,9,0
71,Joaquinypunto,3,3,2,3,4,3,1,2,3,2,6,4,3,3,2,1,3,6,2,2,2,4,7,4,5,2,8,3,2,2,5,5,2,3,3,9,-8,9,1
72,Jezza3D,1,2,2,2,3,5,1,3,4,2,7,3,5,4,2,3,3,3,3,5,3,4,6,4,3,3,8,3,4,5,1,5,3,2,2,6,-7,9,2
73,strype9,2,7,2,3,8,3,2,3,4,2,4,2,2,4,2,2,3,3,2,7,4,3,4,3,4,2,5,4,4,3,4,4,3,3,3,6,-4,7,3
74,Ledzeppelin,4,2,1,2,2,2,2,1,2,2,9,8,3,3,2,3,6,6,6,2,2,3,6,4,6,3,5,3,2,5,3,2,2,3,2,9,-2,7,5
75,ichibuho,3,2,2,4,4,3,3,2,3,4,7,2,3,3,1,2,2,4,7,3,4,3,3,5,3,2,4,4,6,5,4,3,3,4,3,9,-8,14,6
76,ChristieS727,3,2,2,2,5,3,2,3,1,3,6,6,2,4,1,2,3,3,3,4,4,5,6,5,3,3,2,5,6,4,7,5,4,4,2,7,-9,18,9
