Pos,Player,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,Easy,Hard,Total Score
55,Burn1,2,2,2,3,2,2,2,3,2,2,6,4,2,3,2,2,2,3,2,2,2,3,3,2,3,5,3,2,3,3,2,2,2,4,9,2,-16,-10,-26
55,Captain_Sr,3,3,2,2,4,4,4,2,1,3,4,2,2,3,3,2,3,4,1,2,2,2,3,3,3,2,4,4,3,2,2,2,3,3,4,4,-11,-15,-26
55,akamiked,3,3,2,2,3,2,1,2,3,3,3,2,3,2,2,2,4,4,2,1,2,5,4,3,3,2,4,3,3,3,2,2,4,4,4,3,-16,-10,-26
58,Sackdeqb,1,2,2,2,3,4,1,2,2,1,5,5,2,3,2,2,3,3,2,3,4,4,2,2,2,2,3,4,5,3,2,2,3,4,4,5,-17,-8,-25
58,WhiskerWitch,4,2,2,3,3,3,2,2,2,3,4,3,3,3,2,4,2,3,2,1,3,2,5,3,3,2,3,4,4,2,3,2,1,5,4,2,-12,-13,-25
60,AvaKor,2,2,2,2,2,2,1,3,2,1,4,5,3,3,2,2,2,9,2,2,3,3,3,3,3,1,4,3,4,2,2,2,3,4,4,5,-13,-11,-24
60,Jed,3,2,2,2,2,2,5,3,2,2,4,3,2,2,2,3,3,3,2,2,2,3,3,2,4,2,3,4,5,4,2,2,3,4,3,5,-15,-9,-24
60,Jennem,3,2,2,3,4,3,2,3,1,3,3,3,2,3,2,2,2,3,2,4,3,2,3,2,4,2,6,4,3,2,2,2,4,3,6,2,-16,-8,-24
60,bogibo,2,2,3,2,4,2,1,2,1,3,4,6,2,2,2,4,4,9,2,2,3,2,2,2,2,3,3,5,2,3,2,2,2,3,4,3,-7,-17,-24
64,Dude_Lebowski,3,2,2,2,2,3,3,3,3,4,3,3,2,3,2,3,3,3,2,2,6,2,4,3,3,3,3,2,3,3,2,2,4,4,3,3,-13,-10,-23
64,Iro,2,2,2,3,3,4,4,3,2,2,6,3,2,2,2,2,3,5,2,2,2,2,2,2,3,2,3,4,4,3,4,2,1,4,5,4,-10,-13,-23
64,Joaquinypunto,3,2,2,3,2,3,4,5,1,2,3,3,2,4,1,2,3,3,2,3,3,5,3,2,4,3,2,3,4,3,3,2,1,5,4,3,-14,-9,-23
64,SherlockJake,4,4,2,2,2,2,3,3,3,3,4,4,2,3,2,2,3,4,2,2,4,2,2,3,2,3,3,3,3,3,2,2,2,4,6,3,-10,-13,-23
68,Lake180,3,2,2,2,3,3,2,1,2,2,3,2,3,2,3,3,2,6,2,3,4,3,3,2,4,2,5,3,3,3,2,2,6,5,4,2,-16,-6,-22
68,Snow,3,2,2,2,2,5,2,2,3,1,2,2,2,2,2,2,4,3,2,3,4,3,4,3,4,2,3,5,3,2,2,2,2,5,6,6,-19,-3,-22
68,chileC.O.W.,3,2,2,2,3,3,2,3,1,4,6,4,4,2,2,3,2,4,2,2,2,5,2,2,3,3,3,3,3,3,2,2,2,4,6,3,-10,-12,-22
71,Halfpint,3,2,3,5,5,3,1,2,2,2,5,4,2,4,2,2,2,4,2,2,3,2,3,2,4,2,5,3,4,3,3,1,2,4,4,3,-9,-12,-21
71,HunterT,2,3,2,3,4,2,3,3,2,3,5,2,3,3,1,2,2,4,2,3,2,2,3,3,3,3,4,3,3,3,2,2,2,5,7,4,-13,-8,-21
71,Missi,4,3,2,3,4,2,3,3,2,3,3,2,2,3,2,2,3,5,2,3,2,2,4,2,2,2,4,4,4,4,2,2,4,4,5,2,-11,-10,-21
71,Monsoon,2,3,2,2,4,2,2,4,2,2,2,4,2,2,2,1,2,9,2,2,4,3,4,2,3,2,3,2,4,3,2,2,3,3,4,8,-13,-8,-21
71,TheRick,3,2,2,2,7,2,4,4,2,2,7,2,3,2,2,3,2,3,1,3,2,2,4,2,2,2,4,3,3,4,2,2,1,4,4,6,-8,-13,-21
76,Davex73,1,2,2,2,3,4,3,2,2,2,3,4,2,3,2,3,5,3,2,5,5,2,2,2,3,2,7,4,3,3,2,2,3,4,4,3,-14,-6,-20
76,WeekendDJ,2,2,3,2,2,6,2,2,4,3,3,2,2,2,3,2,4,3,2,3,4,3,3,3,4,2,5,4,4,2,2,3,2,4,4,3,-13,-7,-20
